Row ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Region,State,Category,Sub-Category,Product ID,Sales,Quantity,Discount,Profit,Order ID,Profit Margin,Order Month,Ship Days
21,2016-09-02,2016-09-05,Second Class,CUST-00416,Consumer,West,Montana,Office Supplies,Fasteners,OFF-FA-00002,22.36,5,0.2,4.65,ORD-2016-1006,0.20796064400715567,2016-09-01,3
22,2017-06-26,2017-07-03,Standard Class,CUST-00619,Corporate,West,Utah,Office Supplies,Art,OFF-AR-00002,4.07,1,0.0,1.65,ORD-2017-1007,0.4054054054054054,2017-06-01,7
23,2017-12-10,2017-12-14,Second Class,CUST-00490,Home Office,Central,Missouri,Office Supplies,Paper,OFF-PA-00004,16.49,3,0.0,7.66,ORD-2017-1007,0.46452395391146156,2017-12-01,4
24,2016-07-19,2016-07-22,Second Class,CUST-00354,Home Office,East,Connecticut,Technology,Phones,TEC-PH-00002,305.94,1,0.0,46.48,ORD-2016-1007,0.15192521409426685,2016-07-01,3
25,2018-01-07,2018-01-11,Standard Class,CUST-00363,Corporate,West,Nevada,Technology,Copiers,TEC-CO-00001,2097.68,7,0.2,643.57,ORD-2018-1008,0.30680084664963203,2018-01-01,4
26,2018-11-07,2018-11-09,First Class,CUST-00558,Consumer,Central,Illinois,Furniture,Furnishings,FUR-FU-00004,371.99,7,0.5,41.57,ORD-2018-1008,0.11175031586870615,2018-11-01,2
27,2018-09-14,2018-09-18,Standard Class,CUST-00057,Consumer,South,Kentucky,Office Supplies,Labels,OFF-LA-00001,4.82,1,0.0,2.29,ORD-2018-1008,0.475103734439834,2018-09-01,4
28,2016-08-18,2016-08-22,Second Class,CUST-00560,Home Office,West,Utah,Office Supplies,Binders,OFF-BI-00002,12.38,2,0.2,3.27,ORD-2016-1009,0.2641357027463651,2016-08-01,4
29,2016-06-23,2016-06-27,Standard Class,CUST-00759,Consumer,Central,Indiana,Office Supplies,Art,OFF-AR-00003,71.71,7,0.0,25.76,ORD-2016-1009,0.3592246548598522,2016-06-01,4
30,2017-09-18,2017-09-24,Standard Class,CUST-00289,Consumer,West,Nevada,Office Supplies,Paper,OFF-PA-00005,23.07,5,0.0,10.43,ORD-2017-1009,0.45210229735587343,2017-09-01,6
31,2015-05-16,2015-05-17,First Class,CUST-00390,Home Office,East,Rhode Island,Office Supplies,Art,OFF-AR-00004,27.22,6,0.0,10.69,ORD-2015-1010,0.39272593681116824,2015-05-01,1
32,2016-10-10,2016-10-14,Standard Class,CUST-00564,Corporate,West,Washington,Technology,Copiers,TEC-CO-00002,3202.84,4,0.2,907.13,ORD-2016-1010,0.28322676124939117,2016-10-01,4
33,2017-06-09,2017-06-13,Standard Class,CUST-00668,Consumer,East,Delaware,Office Supplies,Binders,OFF-BI-00003,17.51,5,0.5,0.35,ORD-2017-1010,0.019988577955454022,2017-06-01,4
34,2018-09-16,2018-09-22,Standard Class,CUST-00519,Consumer,East,Maine,Office Supplies,Fasteners,OFF-FA-00003,30.1,7,0.0,8.71,ORD-2018-1011,0.2893687707641196,2018-09-01,6
35,2018-06-16,2018-06-21,Standard Class,CUST-00678,Consumer,Central,Missouri,Office Supplies,Paper,OFF-PA-00006,40.24,6,0.0,15.99,ORD-2018-1011,0.39736580516898606,2018-06-01,5
36,2016-10-13,2016-10-15,First Class,CUST-00507,Consumer,West,Nevada,Furniture,Furnishings,FUR-FU-00005,236.23,5,0.0,63.3,ORD-2016-1011,0.2679591923125767,2016-10-01,2
37,2017-12-03,2017-12-07,Second Class,CUST-00124,Consumer,South,Mississippi,Technology,Machines,TEC-MA-00001,1290.6,5,0.35,-165.75,ORD-2017-1012,-0.1284286378428638,2017-12-01,4
38,2017-11-27,2017-12-02,Standard Class,CUST-00739,Corporate,Central,Ohio,Office Supplies,Binders,OFF-BI-00004,13.8,3,0.2,3.26,ORD-2017-1012,0.236231884057971,2017-11-01,5
39,2017-11-12,2017-11-16,Standard Class,CUST-00761,Consumer,Central,Ohio,Office Supplies,Appliances,OFF-AP-00003,24.43,1,0.4,-0.55,ORD-2017-1012,-0.022513303315595583,2017-11-01,4
40,2018-03-09,2018-03-15,Standard Class,CUST-00068,Consumer,Central,Wisconsin,Technology,Machines,TEC-MA-00002,1029.57,7,0.35,-112.09,ORD-2018-1013,-0.10887069359052809,2018-03-01,6
41,2016-02-10,2016-02-10,Same Day,CUST-00162,Corporate,East,Connecticut,Office Supplies,Art,OFF-AR-00005,48.22,6,0.3,10.61,ORD-2016-1013,0.22003318125259227,2016-02-01,0
42,2017-10-06,2017-10-12,Standard Class,CUST-00496,Corporate,West,Arizona,Office Supplies,Supplies,OFF-SU-00002,50.45,4,0.0,5.27,ORD-2017-1013,0.10445986124876114,2017-10-01,6
43,2018-12-12,2018-12-17,Standard Class,CUST-00630,Consumer,West,Utah,Office Supplies,Envelopes,OFF-EN-00002,41.37,5,0.0,16.73,ORD-2018-1014,0.4043993231810491,2018-12-01,5
44,2017-08-22,2017-08-25,Second Class,CUST-00038,Consumer,West,Washington,Technology,Accessories,TEC-AC-00001,324.2,4,0.0,78.16,ORD-2017-1014,0.24108574953732265,2017-08-01,3
45,2017-05-04,2017-05-09,Standard Class,CUST-00345,Consumer,West,California,Furniture,Furnishings,FUR-FU-00006,96.94,3,0.5,8.58,ORD-2017-1014,0.0885083556839282,2017-05-01,5
46,2015-01-09,2015-01-13,Standard Class,CUST-00017,Consumer,Central,Indiana,Office Supplies,Art,OFF-AR-00006,20.06,6,0.0,7.49,ORD-2015-1015,0.3733798604187438,2015-01-01,4
47,2018-11-01,2018-11-06,Standard Class,CUST-00204,Consumer,West,Montana,Office Supplies,Storage,OFF-ST-00002,234.93,4,0.2,40.11,ORD-2018-1015,0.17073170731707316,2018-11-01,5
48,2015-06-11,2015-06-11,Same Day,CUST-00016,Corporate,South,Alabama,Office Supplies,Envelopes,OFF-EN-00003,38.81,4,0.0,17.04,ORD-2015-1015,0.4390620973975779,2015-06-01,0
49,2015-01-15,2015-01-19,Second Class,CUST-00462,Corporate,West,Utah,Office Supplies,Fasteners,OFF-FA-00004,36.27,6,0.0,10.91,ORD-2015-1016,0.30079955886407495,2015-01-01,4
50,2016-12-18,2016-12-20,First Class,CUST-00203,Home Office,West,Nevada,Office Supplies,Storage,OFF-ST-00003,118.98,3,0.15,26.99,ORD-2016-1016,0.2268448478735922,2016-12-01,2
51,2016-02-21,2016-02-25,Second Class,CUST-00526,Consumer,Central,Illinois,Furniture,Chairs,FUR-CH-00004,529.54,4,0.0,94.04,ORD-2016-1016,0.17758809532802056,2016-02-01,4
52,2018-08-11,2018-08-11,Same Day,CUST-00356,Consumer,Central,Michigan,Office Supplies,Binders,OFF-BI-00005,30.07,5,0.2,3.61,ORD-2018-1017,0.1200532091785833,2018-08-01,0
53,2017-09-20,2017-09-21,First Class,CUST-00327,Home Office,South,North Carolina,Office Supplies,Binders,OFF-BI-00006,55.56,6,0.5,5.36,ORD-2017-1017,0.09647228221742261,2017-09-01,1
54,2018-12-10,2018-12-15,Standard Class,CUST-00382,Consumer,Central,Wisconsin,Office Supplies,Art,OFF-AR-00007,34.73,7,0.3,6.85,ORD-2018-1017,0.19723581917650448,2018-12-01,5
55,2018-12-03,2018-12-07,Standard Class,CUST-00787,Corporate,West,Oregon,Office Supplies,Binders,OFF-BI-00007,27.43,7,0.0,8.14,ORD-2018-1018,0.29675537732409774,2018-12-01,4
56,2018-05-23,2018-05-28,Standard Class,CUST-00668,Consumer,South,Tennessee,Office Supplies,Storage,OFF-ST-00004,144.25,7,0.0,33.14,ORD-2018-1018,0.22974003466204507,2018-05-01,5
57,2018-11-05,2018-11-11,Standard Class,CUST-00699,Corporate,Central,Indiana,Technology,Phones,TEC-PH-00003,383.88,5,0.0,69.61,ORD-2018-1018,0.1813327081379598,2018-11-01,6
58,2015-03-05,2015-03-12,Standard Class,CUST-00072,Consumer,East,Maryland,Office Supplies,Fasteners,OFF-FA-00005,17.83,4,0.0,5.94,ORD-2015-1019,0.33314638250140216,2015-03-01,7
59,2015-12-17,2015-12-21,Standard Class,CUST-00654,Consumer,South,Kentucky,Office Supplies,Paper,OFF-PA-00007,56.7,7,0.0,23.21,ORD-2015-1019,0.409347442680776,2015-12-01,4
60,2017-09-21,2017-09-22,First Class,CUST-00442,Consumer,Central,Michigan,Office Supplies,Binders,OFF-BI-00008,29.73,4,0.5,3.2,ORD-2017-1019,0.10763538513286243,2017-09-01,1
61,2017-12-20,2017-12-26,Standard Class,CUST-00274,Consumer,West,Montana,Office Supplies,Binders,OFF-BI-00009,16.91,3,0.2,2.72,ORD-2017-1020,0.1608515671200473,2017-12-01,6
62,2017-10-16,2017-10-22,Standard Class,CUST-00580,Home Office,West,California,Office Supplies,Fasteners,OFF-FA-00006,16.15,5,0.0,5.44,ORD-2017-1020,0.33684210526315794,2017-10-01,6
63,2018-12-18,2018-12-25,Standard Class,CUST-00198,Corporate,East,Delaware,Office Supplies,Art,OFF-AR-00008,28.17,6,0.0,11.36,ORD-2018-1020,0.4032658856940007,2018-12-01,7
64,2017-05-20,2017-05-27,Standard Class,CUST-00416,Consumer,Central,Illinois,Office Supplies,Appliances,OFF-AP-00004,60.05,1,0.7,-11.37,ORD-2017-1021,-0.1893422148209825,2017-05-01,7
65,2016-12-15,2016-12-22,Standard Class,CUST-00739,Consumer,Central,Michigan,Technology,Accessories,TEC-AC-00002,134.77,6,0.0,33.31,ORD-2016-1021,0.24716183126808636,2016-12-01,7
66,2016-11-08,2016-11-12,Second Class,CUST-00457,Corporate,South,Arkansas,Furniture,Chairs,FUR-CH-00005,400.67,7,0.0,66.27,ORD-2016-1021,0.16539795841964708,2016-11-01,4
67,2018-12-06,2018-12-08,First Class,CUST-00056,Consumer,West,Washington,Technology,Phones,TEC-PH-00004,258.58,3,0.0,73.51,ORD-2018-1022,0.28428339392064356,2018-12-01,2
68,2018-12-01,2018-12-03,First Class,CUST-00085,Consumer,West,Nevada,Furniture,Furnishings,FUR-FU-00007,56.82,6,0.2,10.11,ORD-2018-1022,0.17793030623020062,2018-12-01,2
69,2018-11-23,2018-11-27,Standard Class,CUST-00393,Home Office,Central,Texas,Office Supplies,Art,OFF-AR-00009,44.87,5,0.2,13.4,ORD-2018-1022,0.29864051704925343,2018-11-01,4
70,2018-03-01,2018-03-05,Standard Class,CUST-00053,Home Office,South,Georgia,Office Supplies,Storage,OFF-ST-00005,33.85,2,0.15,6.38,ORD-2018-1023,0.18847858197932052,2018-03-01,4
71,2016-10-21,2016-10-23,First Class,CUST-00096,Corporate,Central,Oklahoma,Office Supplies,Art,OFF-AR-00010,34.43,4,0.0,10.33,ORD-2016-1023,0.3000290444379901,2016-10-01,2
72,2015-04-13,2015-04-15,First Class,CUST-00757,Consumer,West,Arizona,Office Supplies,Supplies,OFF-SU-00003,22.5,2,0.5,-5.76,ORD-2015-1023,-0.256,2015-04-01,2
73,2017-06-08,2017-06-15,Standard Class,CUST-00217,Corporate,Central,Ohio,Technology,Machines,TEC-MA-00003,2285.77,5,0.35,-396.72,ORD-2017-1024,-0.17356076945624452,2017-06-01,7
74,2018-01-10,2018-01-13,Second Class,CUST-00379,Corporate,East,Pennsylvania,Office Supplies,Binders,OFF-BI-00010,9.15,3,0.5,0.99,ORD-2018-1024,0.10819672131147541,2018-01-01,3
75,2016-09-09,2016-09-14,Standard Class,CUST-00165,Corporate,West,Nevada,Office Supplies,Binders,OFF-BI-00011,10.97,2,0.0,4.04,ORD-2016-1024,0.3682771194165907,2016-09-01,5
76,2016-05-13,2016-05-20,Standard Class,CUST-00070,Consumer,South,Florida,Office Supplies,Storage,OFF-ST-00006,105.62,7,0.0,23.55,ORD-2016-1025,0.2229691346335921,2016-05-01,7
77,2018-09-04,2018-09-04,Same Day,CUST-00462,Consumer,Central,Wisconsin,Office Supplies,Art,OFF-AR-00011,8.5,4,0.0,3.46,ORD-2018-1025,0.40705882352941175,2018-09-01,0
78,2016-06-13,2016-06-17,Second Class,CUST-00076,Consumer,East,Massachusetts,Technology,Wearables,TEC-WE-00001,98.57,3,0.2,11.73,ORD-2016-1025,0.11900172466267628,2016-06-01,4
79,2016-12-25,2016-12-31,Standard Class,CUST-00783,Consumer,West,Nevada,Office Supplies,Labels,OFF-LA-00002,21.27,6,0.2,8.96,ORD-2016-1026,0.42125058768218154,2016-12-01,6
80,2017-05-22,2017-05-28,Standard Class,CUST-00129,Corporate,West,California,Office Supplies,Labels,OFF-LA-00003,8.35,4,0.0,4.26,ORD-2017-1026,0.5101796407185629,2017-05-01,6
81,2017-12-20,2017-12-20,Same Day,CUST-00486,Corporate,Central,Illinois,Technology,Copiers,TEC-CO-00003,986.76,4,0.0,397.29,ORD-2017-1026,0.4026206980420771,2017-12-01,0
82,2015-09-04,2015-09-09,Standard Class,CUST-00632,Consumer,East,Delaware,Furniture,Bookcases,FUR-BO-00003,480.91,3,0.2,27.49,ORD-2015-1027,0.05716246283088311,2015-09-01,5
83,2017-12-11,2017-12-18,Standard Class,CUST-00507,Consumer,West,Utah,Office Supplies,Binders,OFF-BI-00012,25.12,2,0.5,1.05,ORD-2017-1027,0.04179936305732484,2017-12-01,7
84,2015-01-01,2015-01-08,Standard Class,CUST-00749,Consumer,East,Pennsylvania,Technology,Wearables,TEC-WE-00002,158.97,4,0.0,30.4,ORD-2015-1027,0.19123104988362583,2015-01-01,7
85,2018-11-08,2018-11-12,Standard Class,CUST-00780,Home Office,East,Pennsylvania,Office Supplies,Art,OFF-AR-00012,25.74,4,0.3,7.38,ORD-2018-1028,0.2867132867132867,2018-11-01,4
86,2016-02-20,2016-02-21,First Class,CUST-00454,Consumer,South,Tennessee,Office Supplies,Storage,OFF-ST-00007,178.39,7,0.0,35.22,ORD-2016-1028,0.1974325915129772,2016-02-01,1
87,2015-08-07,2015-08-10,Second Class,CUST-00730,Home Office,East,Maine,Office Supplies,Binders,OFF-BI-00013,7.89,1,0.0,2.25,ORD-2015-1028,0.28517110266159695,2015-08-01,3
88,2018-08-12,2018-08-13,First Class,CUST-00493,Consumer,East,Virginia,Furniture,Bookcases,FUR-BO-00004,2179.35,5,0.2,6.57,ORD-2018-1029,0.0030146603345034073,2018-08-01,1
89,2018-07-14,2018-07-20,Standard Class,CUST-00382,Corporate,Central,Michigan,Office Supplies,Appliances,OFF-AP-00005,588.73,5,0.2,21.47,ORD-2018-1029,0.036468330134357005,2018-07-01,6
90,2018-07-13,2018-07-19,Standard Class,CUST-00155,Corporate,East,Delaware,Furniture,Furnishings,FUR-FU-00008,73.82,1,0.0,19.7,ORD-2018-1029,0.2668653481441344,2018-07-01,6
91,2015-04-20,2015-04-23,Second Class,CUST-00501,Consumer,Central,Oklahoma,Furniture,Bookcases,FUR-BO-00005,96.98,1,0.2,-2.1,ORD-2015-1030,-0.021653949267890285,2015-04-01,3
92,2016-07-22,2016-07-26,Standard Class,CUST-00311,Consumer,Central,Ohio,Technology,Phones,TEC-PH-00005,1163.1,7,0.2,90.01,ORD-2016-1030,0.07738801478806638,2016-07-01,4
93,2015-07-13,2015-07-18,Standard Class,CUST-00314,Consumer,West,Oregon,Furniture,Furnishings,FUR-FU-00009,38.03,2,0.5,4.21,ORD-2015-1030,0.1107020773073889,2015-07-01,5
94,2018-12-13,2018-12-19,Standard Class,CUST-00353,Consumer,West,Montana,Office Supplies,Art,OFF-AR-00013,67.23,6,0.3,14.5,ORD-2018-1031,0.2156775249144727,2018-12-01,6
95,2018-11-15,2018-11-22,Standard Class,CUST-00795,Corporate,South,Mississippi,Office Supplies,Binders,OFF-BI-00014,13.44,6,0.5,1.15,ORD-2018-1031,0.08556547619047619,2018-11-01,7
96,2018-06-02,2018-06-09,Standard Class,CUST-00003,Consumer,South,North Carolina,Office Supplies,Storage,OFF-ST-00008,230.98,7,0.0,52.73,ORD-2018-1031,0.22828816347735734,2018-06-01,7
97,2017-04-08,2017-04-10,First Class,CUST-00620,Consumer,West,Utah,Office Supplies,Fasteners,OFF-FA-00007,38.84,7,0.2,10.93,ORD-2017-1032,0.28141091658084444,2017-04-01,2
98,2018-06-07,2018-06-11,Standard Class,CUST-00139,Home Office,Central,Wisconsin,Office Supplies,Storage,OFF-ST-00009,26.03,3,0.15,4.98,ORD-2018-1032,0.19131771033422973,2018-06-01,4
99,2017-04-07,2017-04-08,First Class,CUST-00149,Consumer,East,Pennsylvania,Furniture,Tables,FUR-TA-00001,196.42,1,0.4,-22.86,ORD-2017-1032,-0.1163832603604521,2017-04-01,1
100,2016-01-03,2016-01-04,First Class,CUST-00629,Corporate,East,New Jersey,Furniture,Furnishings,FUR-FU-00010,71.77,3,0.0,15.55,ORD-2016-1033,0.21666434443360738,2016-01-01,1
101,2018-10-17,2018-10-19,First Class,CUST-00353,Consumer,Central,Minnesota,Technology,Copiers,TEC-CO-00004,597.21,1,0.2,187.14,ORD-2018-1033,0.31335711056412313,2018-10-01,2
102,2018-04-21,2018-04-23,First Class,CUST-00232,Corporate,South,North Carolina,Furniture,Furnishings,FUR-FU-00011,159.68,4,0.2,26.09,ORD-2018-1033,0.16338927855711421,2018-04-01,2
103,2018-05-13,2018-05-15,First Class,CUST-00630,Consumer,East,Virginia,Technology,Machines,TEC-MA-00004,3034.55,5,0.5,-387.4,ORD-2018-1034,-0.12766308019310935,2018-05-01,2
104,2017-01-13,2017-01-18,Standard Class,CUST-00654,Home Office,East,Virginia,Furniture,Furnishings,FUR-FU-00012,398.11,7,0.0,101.07,ORD-2017-1034,0.25387455728316294,2017-01-01,5
105,2015-12-15,2015-12-15,Same Day,CUST-00354,Consumer,West,Idaho,Office Supplies,Labels,OFF-LA-00004,17.34,4,0.2,5.51,ORD-2015-1034,0.31776239907727793,2015-12-01,0
106,2018-12-10,2018-12-17,Standard Class,CUST-00266,Corporate,Central,Missouri,Office Supplies,Art,OFF-AR-00014,6.29,1,0.0,2.07,ORD-2018-1035,0.32909379968203495,2018-12-01,7
107,2017-08-26,2017-09-01,Standard Class,CUST-00332,Consumer,West,Oregon,Office Supplies,Supplies,OFF-SU-00004,44.55,2,0.2,-0.35,ORD-2017-1035,-0.007856341189674524,2017-08-01,6
108,2016-04-19,2016-04-24,Standard Class,CUST-00551,Consumer,East,Connecticut,Furniture,Furnishings,FUR-FU-00013,133.95,7,0.5,12.94,ORD-2016-1035,0.09660321015304218,2016-04-01,5
109,2017-06-12,2017-06-16,Standard Class,CUST-00796,Corporate,South,North Carolina,Office Supplies,Storage,OFF-ST-00010,192.62,3,0.15,27.99,ORD-2017-1036,0.14531201329041635,2017-06-01,4
110,2018-02-26,2018-03-03,Standard Class,CUST-00413,Corporate,East,New Jersey,Technology,Accessories,TEC-AC-00003,156.47,6,0.0,36.98,ORD-2018-1036,0.2363392343580239,2018-02-01,5
111,2015-08-27,2015-08-31,Standard Class,CUST-00085,Consumer,East,Maryland,Technology,Accessories,TEC-AC-00004,594.6,7,0.0,127.5,ORD-2015-1036,0.21442986881937437,2015-08-01,4
112,2016-04-21,2016-04-27,Standard Class,CUST-00211,Corporate,West,Montana,Furniture,Chairs,FUR-CH-00006,241.0,2,0.3,-13.05,ORD-2016-1037,-0.054149377593361,2016-04-01,6
113,2018-12-16,2018-12-23,Standard Class,CUST-00768,Home Office,East,Maine,Furniture,Bookcases,FUR-BO-00006,1764.83,7,0.0,276.66,ORD-2018-1037,0.1567629743374716,2018-12-01,7
114,2016-10-04,2016-10-11,Standard Class,CUST-00443,Corporate,East,New Jersey,Office Supplies,Storage,OFF-ST-00011,134.33,4,0.0,28.3,ORD-2016-1037,0.21067520285863173,2016-10-01,7
115,2017-02-13,2017-02-17,Second Class,CUST-00501,Consumer,West,Montana,Office Supplies,Binders,OFF-BI-00015,26.95,3,0.0,8.62,ORD-2017-1038,0.3198515769944341,2017-02-01,4
116,2016-04-26,2016-04-28,First Class,CUST-00037,Consumer,West,Idaho,Office Supplies,Binders,OFF-BI-00016,81.92,7,0.2,22.3,ORD-2016-1038,0.272216796875,2016-04-01,2
117,2015-04-16,2015-04-21,Standard Class,CUST-00130,Consumer,East,Connecticut,Furniture,Tables,FUR-TA-00002,856.39,5,0.2,-93.19,ORD-2015-1038,-0.1088172444797347,2015-04-01,5
118,2017-02-21,2017-02-22,First Class,CUST-00679,Home Office,West,Colorado,Office Supplies,Fasteners,OFF-FA-00008,35.26,7,0.2,7.42,ORD-2017-1039,0.21043675553034602,2017-02-01,1
119,2018-06-27,2018-07-01,Standard Class,CUST-00302,Consumer,Central,Kansas,Office Supplies,Labels,OFF-LA-00005,19.71,5,0.0,8.52,ORD-2018-1039,0.4322678843226788,2018-06-01,4
120,2015-02-26,2015-03-02,Second Class,CUST-00539,Home Office,East,New Jersey,Office Supplies,Envelopes,OFF-EN-00004,35.62,4,0.0,12.63,ORD-2015-1039,0.35457608085345316,2015-02-01,4
121,2018-07-08,2018-07-11,Second Class,CUST-00217,Consumer,East,Massachusetts,Office Supplies,Paper,OFF-PA-00008,5.89,1,0.3,1.52,ORD-2018-1040,0.25806451612903225,2018-07-01,3
122,2015-04-17,2015-04-22,Standard Class,CUST-00365,Consumer,Central,Illinois,Office Supplies,Art,OFF-AR-00015,39.77,5,0.0,12.06,ORD-2015-1040,0.30324365099321093,2015-04-01,5
123,2017-11-25,2017-11-30,Standard Class,CUST-00615,Consumer,East,Maine,Office Supplies,Binders,OFF-BI-00017,56.75,6,0.5,2.14,ORD-2017-1040,0.03770925110132159,2017-11-01,5
124,2017-12-01,2017-12-01,Same Day,CUST-00233,Home Office,Central,Missouri,Office Supplies,Art,OFF-AR-00016,18.34,2,0.0,6.95,ORD-2017-1041,0.37895310796074155,2017-12-01,0
125,2017-05-27,2017-05-27,Same Day,CUST-00331,Consumer,West,Colorado,Office Supplies,Art,OFF-AR-00017,25.48,7,0.0,8.15,ORD-2017-1041,0.3198587127158556,2017-05-01,0
126,2016-10-05,2016-10-05,Same Day,CUST-00368,Corporate,East,Rhode Island,Office Supplies,Paper,OFF-PA-00009,19.14,4,0.2,7.03,ORD-2016-1041,0.3672936259143156,2016-10-01,0
127,2018-09-07,2018-09-11,Standard Class,CUST-00568,Home Office,East,Connecticut,Office Supplies,Fasteners,OFF-FA-00009,23.2,7,0.2,6.55,ORD-2018-1042,0.2823275862068966,2018-09-01,4
128,2016-05-23,2016-05-27,Standard Class,CUST-00282,Consumer,Central,Minnesota,Office Supplies,Storage,OFF-ST-00012,192.02,7,0.0,39.9,ORD-2016-1042,0.2077908551192584,2016-05-01,4
129,2016-11-27,2016-12-01,Standard Class,CUST-00612,Consumer,West,Oregon,Office Supplies,Paper,OFF-PA-00010,45.56,5,0.3,12.33,ORD-2016-1042,0.27063213345039505,2016-11-01,4
130,2018-11-22,2018-11-26,Second Class,CUST-00416,Consumer,South,Kentucky,Furniture,Furnishings,FUR-FU-00014,76.27,7,0.0,22.36,ORD-2018-1043,0.2931690048511866,2018-11-01,4
131,2017-06-08,2017-06-13,Standard Class,CUST-00206,Consumer,West,Idaho,Office Supplies,Art,OFF-AR-00018,12.54,2,0.2,3.63,ORD-2017-1043,0.2894736842105263,2017-06-01,5
132,2015-11-09,2015-11-15,Standard Class,CUST-00253,Consumer,East,New York,Office Supplies,Envelopes,OFF-EN-00005,17.51,2,0.2,6.16,ORD-2015-1043,0.35179897201599086,2015-11-01,6
133,2018-03-07,2018-03-12,Standard Class,CUST-00259,Consumer,South,Georgia,Furniture,Furnishings,FUR-FU-00015,49.54,3,0.2,8.07,ORD-2018-1044,0.1628986677432378,2018-03-01,5
